order_id,order_date,region,category,product,units,unit_price,discount,revenue,month
O0306,2025-12-01,Banten,Fashion,Cap,2,138.02,0.05,262.24,2025-12
O0307,2025-05-27,West Java,Electronics,Wireless Earbuds,5,47.94,0.0,239.7,2025-05
O0308,2025-08-02,Banten,Home,Desk Lamp,4,143.53,0.0,574.12,2025-08
O0309,2025-01-20,Banten,Electronics,Keyboard,5,111.68,0.05,530.48,2025-01
O0310,2025-08-21,Banten,Sports,Running Bottle,2,154.38,0.1,277.88,2025-08
O0311,2025-04-09,West Java,Electronics,Keyboard,2,133.75,0.05,254.12,2025-04
O0312,2025-01-08,West Java,Beauty,Sunscreen,5,124.0,0.0,620.0,2025-01
O0313,2025-11-09,Jakarta,Fashion,Cap,5,64.4,0.1,289.8,2025-11
O0314,2025-04-05,Banten,Home,Pillow,3,168.96,0.0,506.88,2025-04
O0315,2025-07-16,East Java,Home,Pillow,3,172.09,0.05,490.46,2025-07
O0316,2025-10-21,Jakarta,Electronics,Keyboard,3,127.16,0.0,381.48,2025-10
O0317,2025-08-27,Jakarta,Beauty,Moisturizer,4,126.0,0.05,478.8,2025-08
O0318,2025-11-24,Central Java,Beauty,Sunscreen,5,45.99,0.0,229.95,2025-11
O0319,2025-03-20,East Java,Fashion,Backpack,4,128.73,0.1,463.43,2025-03
O0320,2025-12-07,East Java,Home,Storage Box,5,158.18,0.0,790.9,2025-12
O0321,2025-08-17,Jakarta,Sports,Dumbbell,1,165.77,0.0,165.77,2025-08
O0322,2025-10-08,Banten,Sports,Resistance Band,5,100.31,0.0,501.55,2025-10
O0323,2025-09-24,Jakarta,Fashion,T-Shirt,2,131.31,0.1,236.36,2025-09
O0324,2025-09-19,Central Java,Fashion,T-Shirt,4,30.69,0.1,110.48,2025-09
O0325,2025-10-16,Banten,Electronics,Smart Watch,3,132.4,0.1,357.48,2025-10
O0326,2025-01-02,East Java,Home,Desk Lamp,1,80.88,0.0,80.88,2025-01
O0327,2025-01-31,West Java,Electronics,Smart Watch,1,57.38,0.0,57.38,2025-01
O0328,2025-11-25,Central Java,Fashion,Backpack,4,85.15,0.1,306.54,2025-11
O0329,2025-02-11,Central Java,Sports,Resistance Band,3,28.4,0.15,72.42,2025-02
O0330,2025-09-28,Central Java,Home,Storage Box,1,138.06,0.05,131.16,2025-09
O0331,2025-12-11,West Java,Sports,Running Bottle,5,73.24,0.0,366.2,2025-12
O0332,2025-08-24,Jakarta,Beauty,Moisturizer,3,40.42,0.0,121.26,2025-08
O0333,2025-12-05,East Java,Fashion,T-Shirt,2,43.45,0.0,86.9,2025-12
O0334,2025-01-18,Central Java,Fashion,T-Shirt,2,135.37,0.1,243.67,2025-01
O0335,2025-04-30,West Java,Sports,Resistance Band,1,32.1,0.05,30.5,2025-04
O0336,2025-10-22,East Java,Beauty,Sunscreen,2,59.9,0.0,119.8,2025-10
O0337,2025-04-24,West Java,Fashion,Backpack,3,18.48,0.15,47.12,2025-04
O0338,2025-11-17,East Java,Fashion,Cap,1,175.23,0.1,157.71,2025-11
O0339,2025-06-13,East Java,Fashion,Cap,2,59.58,0.0,119.16,2025-06
O0340,2025-08-31,Central Java,Home,Storage Box,3,155.5,0.0,466.5,2025-08
O0341,2025-01-30,Central Java,Sports,Running Bottle,4,103.85,0.0,415.4,2025-01
O0342,2025-05-05,Banten,Beauty,Moisturizer,3,119.23,0.1,321.92,2025-05
O0343,2025-02-17,East Java,Sports,Resistance Band,1,54.18,0.15,46.05,2025-02
O0344,2025-01-21,West Java,Electronics,Power Bank,5,132.58,0.15,563.47,2025-01
O0345,2025-09-03,West Java,Home,Water Bottle,3,172.61,0.0,517.83,2025-09
O0346,2025-04-08,Central Java,Electronics,Smart Watch,2,127.65,0.0,255.3,2025-04
O0347,2025-05-03,Banten,Sports,Dumbbell,3,73.47,0.15,187.35,2025-05
O0348,2025-06-07,Jakarta,Beauty,Sunscreen,5,159.84,0.1,719.28,2025-06
O0349,2025-08-29,East Java,Beauty,Moisturizer,3,61.82,0.0,185.46,2025-08
O0350,2025-04-24,East Java,Home,Desk Lamp,3,103.17,0.15,263.08,2025-04
O0351,2025-08-02,East Java,Beauty,Moisturizer,2,64.74,0.1,116.53,2025-08
O0352,2025-05-06,Central Java,Fashion,Backpack,3,139.3,0.1,376.11,2025-05
O0353,2025-08-24,Central Java,Home,Water Bottle,2,32.07,0.15,54.52,2025-08
O0354,2025-04-05,Jakarta,Sports,Yoga Mat,5,13.82,0.0,69.1,2025-04
O0355,2025-01-04,Jakarta,Fashion,Sneakers,2,19.69,0.0,39.38,2025-01
O0356,2025-04-22,Central Java,Sports,Running Bottle,3,18.4,0.15,46.92,2025-04
O0357,2025-12-04,Jakarta,Fashion,T-Shirt,1,99.54,0.1,89.59,2025-12
O0358,2025-01-09,East Java,Sports,Dumbbell,5,176.13,0.0,880.65,2025-01
O0359,2025-12-24,West Java,Fashion,Sneakers,1,165.9,0.15,141.02,2025-12
O0360,2025-05-04,Jakarta,Home,Water Bottle,3,53.98,0.1,145.75,2025-05
O0361,2025-07-11,Banten,Fashion,Cap,5,49.83,0.0,249.15,2025-07
O0362,2025-12-17,East Java,Electronics,Wireless Earbuds,1,77.71,0.1,69.94,2025-12
O0363,2025-09-01,Banten,Electronics,Wireless Earbuds,2,22.22,0.1,40.0,2025-09
O0364,2025-10-17,Central Java,Electronics,Wireless Earbuds,2,44.36,0.15,75.41,2025-10
O0365,2025-05-19,Jakarta,Electronics,Wireless Earbuds,3,162.68,0.15,414.83,2025-05
O0366,2025-04-02,Jakarta,Beauty,Face Wash,2,108.97,0.1,196.15,2025-04
O0367,2025-06-03,East Java,Home,Storage Box,5,151.56,0.1,682.02,2025-06
O0368,2025-06-19,Jakarta,Fashion,Sneakers,1,94.14,0.05,89.43,2025-06
O0369,2025-02-20,East Java,Fashion,Sneakers,1,66.58,0.15,56.59,2025-02
O0370,2025-07-23,Central Java,Beauty,Face Wash,3,142.77,0.1,385.48,2025-07
O0371,2025-04-27,Central Java,Beauty,Lip Balm,4,39.95,0.15,135.83,2025-04
O0372,2025-02-13,Banten,Sports,Dumbbell,2,130.65,0.0,261.3,2025-02
O0373,2025-03-20,Jakarta,Fashion,Sneakers,4,62.47,0.0,249.88,2025-03
O0374,2025-01-03,West Java,Beauty,Lip Balm,3,138.95,0.0,416.85,2025-01
O0375,2025-02-14,Central Java,Home,Pillow,4,103.8,0.15,352.92,2025-02
O0376,2025-02-22,East Java,Electronics,Wireless Earbuds,3,103.33,0.15,263.49,2025-02
O0377,2025-06-16,East Java,Fashion,T-Shirt,3,79.18,0.0,237.54,2025-06
O0378,2025-05-05,Banten,Sports,Resistance Band,4,37.15,0.05,141.17,2025-05
O0379,2025-05-18,Central Java,Fashion,Sneakers,1,36.76,0.05,34.92,2025-05
O0380,2025-06-03,Central Java,Fashion,T-Shirt,3,51.29,0.0,153.87,2025-06
O0381,2025-11-01,Jakarta,Sports,Resistance Band,4,26.4,0.05,100.32,2025-11
O0382,2025-07-22,East Java,Beauty,Lip Balm,3,83.72,0.1,226.04,2025-07
O0383,2025-03-11,Central Java,Beauty,Sunscreen,5,170.93,0.0,854.65,2025-03
O0384,2025-06-10,East Java,Home,Pillow,3,58.13,0.1,156.95,2025-06
O0385,2025-05-05,Banten,Beauty,Lip Balm,3,148.44,0.1,400.79,2025-05
O0386,2025-02-28,East Java,Sports,Resistance Band,5,179.53,0.0,897.65,2025-02
O0387,2025-01-14,Central Java,Fashion,Sneakers,4,145.2,0.0,580.8,2025-01
O0388,2025-12-11,Central Java,Fashion,Sneakers,3,49.63,0.0,148.89,2025-12
O0389,2025-07-13,East Java,Electronics,Smart Watch,5,90.43,0.1,406.94,2025-07
O0390,2025-09-17,East Java,Fashion,T-Shirt,3,128.68,0.15,328.13,2025-09
O0391,2025-11-23,West Java,Electronics,Wireless Earbuds,2,121.11,0.05,230.11,2025-11
O0392,2025-11-28,Banten,Sports,Yoga Mat,5,177.18,0.1,797.31,2025-11
O0393,2025-08-09,East Java,Electronics,Wireless Earbuds,1,52.5,0.15,44.62,2025-08
O0394,2025-10-13,East Java,Sports,Resistance Band,4,72.35,0.1,260.46,2025-10
O0395,2025-12-20,Jakarta,Sports,Resistance Band,3,179.6,0.1,484.92,2025-12
O0396,2025-06-01,Banten,Fashion,T-Shirt,1,150.99,0.0,150.99,2025-06
O0397,2025-06-09,Central Java,Beauty,Lip Balm,2,97.63,0.05,185.5,2025-06
O0398,2025-02-19,Jakarta,Fashion,Cap,3,19.55,0.0,58.65,2025-02
O0399,2025-01-12,East Java,Beauty,Face Wash,2,167.95,0.0,335.9,2025-01
O0400,2025-03-31,West Java,Sports,Resistance Band,3,104.29,0.1,281.58,2025-03
O0401,2025-07-27,West Java,Home,Storage Box,4,76.04,0.15,258.54,2025-07
O0402,2025-08-19,West Java,Sports,Running Bottle,4,8.77,0.0,35.08,2025-08
O0403,2025-05-23,West Java,Electronics,Wireless Earbuds,5,40.16,0.05,190.76,2025-05
O0404,2025-08-23,East Java,Electronics,Keyboard,4,98.77,0.05,375.33,2025-08
O0405,2025-07-18,Central Java,Sports,Running Bottle,5,27.65,0.05,131.34,2025-07
O0406,2025-11-13,Banten,Home,Water Bottle,5,109.51,0.0,547.55,2025-11
O0407,2025-03-02,East Java,Home,Water Bottle,1,39.48,0.0,39.48,2025-03
O0408,2025-07-18,Central Java,Fashion,Sneakers,5,74.0,0.0,370.0,2025-07
O0409,2025-11-22,West Java,Sports,Resistance Band,5,36.7,0.05,174.32,2025-11
O0410,2025-04-06,Jakarta,Beauty,Lip Balm,5,17.22,0.05,81.79,2025-04
O0411,2025-09-06,Central Java,Home,Storage Box,4,173.78,0.15,590.85,2025-09
O0412,2025-07-29,East Java,Fashion,Cap,4,92.06,0.0,368.24,2025-07
O0413,2025-01-16,Banten,Home,Water Bottle,1,55.27,0.15,46.98,2025-01
O0414,2025-03-28,Jakarta,Fashion,Cap,5,95.86,0.15,407.4,2025-03
O0415,2025-05-18,Central Java,Sports,Dumbbell,5,149.49,0.0,747.45,2025-05
O0416,2025-10-07,Banten,Home,Pillow,1,134.59,0.0,134.59,2025-10
O0417,2025-01-17,Central Java,Fashion,Backpack,3,156.3,0.0,468.9,2025-01
O0418,2025-03-02,Central Java,Home,Storage Box,5,126.53,0.15,537.75,2025-03
O0419,2025-03-26,East Java,Sports,Resistance Band,2,147.93,0.0,295.86,2025-03
O0420,2025-06-29,Banten,Sports,Dumbbell,5,100.67,0.05,478.18,2025-06
O0421,2025-05-29,West Java,Sports,Dumbbell,5,177.5,0.0,887.5,2025-05
O0422,2025-07-30,West Java,Electronics,Keyboard,2,128.65,0.0,257.3,2025-07
O0423,2025-03-16,Banten,Beauty,Moisturizer,4,92.19,0.15,313.45,2025-03
O0424,2025-11-18,Central Java,Fashion,Cap,4,20.99,0.0,83.96,2025-11
O0425,2025-09-21,East Java,Beauty,Sunscreen,4,171.44,0.05,651.47,2025-09
O0426,2025-01-02,Central Java,Electronics,Smart Watch,3,154.22,0.15,393.26,2025-01
O0427,2025-04-22,Banten,Fashion,Sneakers,4,54.19,0.05,205.92,2025-04
O0428,2025-10-08,Jakarta,Sports,Resistance Band,5,154.62,0.05,734.44,2025-10
O0429,2025-01-24,Central Java,Electronics,Smart Watch,1,29.37,0.0,29.37,2025-01
O0430,2025-08-22,Banten,Electronics,Smart Watch,2,179.26,0.0,358.52,2025-08
O0431,2025-03-23,West Java,Beauty,Face Wash,3,51.07,0.05,145.55,2025-03
O0432,2025-01-27,Jakarta,Fashion,Backpack,2,81.83,0.0,163.66,2025-01
O0433,2025-01-01,East Java,Home,Pillow,1,30.82,0.0,30.82,2025-01
O0434,2025-12-15,Central Java,Fashion,T-Shirt,1,127.64,0.0,127.64,2025-12
O0435,2025-12-22,Jakarta,Home,Pillow,1,47.38,0.0,47.38,2025-12
O0436,2025-02-22,West Java,Beauty,Sunscreen,3,31.59,0.0,94.77,2025-02
O0437,2025-02-05,Banten,Sports,Yoga Mat,5,119.8,0.1,539.1,2025-02
O0438,2025-04-20,Jakarta,Home,Pillow,5,126.09,0.0,630.45,2025-04
O0439,2025-02-21,Central Java,Home,Desk Lamp,5,133.56,0.05,634.41,2025-02
O0440,2025-06-11,East Java,Home,Storage Box,3,118.87,0.0,356.61,2025-06
O0441,2025-11-04,West Java,Sports,Dumbbell,1,153.84,0.05,146.15,2025-11
O0442,2025-09-23,West Java,Sports,Resistance Band,4,58.83,0.0,235.32,2025-09
O0443,2025-09-11,Jakarta,Fashion,T-Shirt,2,93.93,0.15,159.68,2025-09
O0444,2025-09-28,Central Java,Electronics,Keyboard,3,30.7,0.15,78.28,2025-09
O0445,2025-07-07,Jakarta,Sports,Resistance Band,4,172.17,0.0,688.68,2025-07
O0446,2025-10-28,Central Java,Electronics,Wireless Earbuds,3,45.11,0.0,135.33,2025-10
O0447,2025-09-17,East Java,Beauty,Lip Balm,4,128.71,0.0,514.84,2025-09
O0448,2025-10-03,East Java,Sports,Resistance Band,3,22.38,0.0,67.14,2025-10
O0449,2025-04-15,Banten,Home,Water Bottle,4,108.87,0.0,435.48,2025-04
O0450,2025-12-24,Jakarta,Fashion,Sneakers,1,50.05,0.1,45.05,2025-12
O0451,2025-08-21,Jakarta,Sports,Yoga Mat,3,122.57,0.0,367.71,2025-08
O0452,2025-01-07,East Java,Home,Desk Lamp,2,93.38,0.05,177.42,2025-01
O0453,2025-09-22,Jakarta,Beauty,Moisturizer,3,29.83,0.05,85.02,2025-09
O0454,2025-01-16,East Java,Beauty,Lip Balm,3,98.1,0.05,279.58,2025-01
O0455,2025-11-18,Central Java,Electronics,Smart Watch,4,95.85,0.0,383.4,2025-11
O0456,2025-10-18,East Java,Home,Water Bottle,2,51.88,0.0,103.76,2025-10
O0457,2025-12-12,West Java,Electronics,Power Bank,5,8.44,0.0,42.2,2025-12
O0458,2025-01-24,Jakarta,Fashion,Backpack,4,166.28,0.0,665.12,2025-01
O0459,2025-10-11,Banten,Fashion,Sneakers,3,50.7,0.05,144.5,2025-10
O0460,2025-02-09,West Java,Sports,Dumbbell,1,94.35,0.0,94.35,2025-02
O0461,2025-04-25,Banten,Sports,Yoga Mat,4,19.86,0.1,71.5,2025-04
O0462,2025-06-09,West Java,Beauty,Face Wash,5,86.56,0.05,411.16,2025-06
O0463,2025-05-30,East Java,Sports,Dumbbell,5,49.72,0.05,236.17,2025-05
O0464,2025-09-10,Jakarta,Home,Storage Box,2,9.1,0.1,16.38,2025-09
O0465,2025-04-30,Central Java,Sports,Dumbbell,1,171.57,0.0,171.57,2025-04
O0466,2025-06-07,Central Java,Electronics,Power Bank,5,177.1,0.1,796.95,2025-06
O0467,2025-01-31,East Java,Home,Water Bottle,1,15.55,0.0,15.55,2025-01
O0468,2025-07-31,West Java,Beauty,Lip Balm,1,107.89,0.15,91.71,2025-07
O0469,2025-11-23,West Java,Fashion,T-Shirt,5,105.67,0.1,475.52,2025-11
O0470,2025-05-02,Banten,Beauty,Sunscreen,3,167.28,0.1,451.66,2025-05
O0471,2025-06-12,West Java,Fashion,Backpack,2,20.85,0.0,41.7,2025-06
O0472,2025-10-27,Banten,Electronics,Power Bank,1,36.27,0.1,32.64,2025-10
O0473,2025-07-28,Banten,Electronics,Keyboard,2,85.73,0.1,154.31,2025-07
O0474,2025-03-03,Jakarta,Electronics,Power Bank,3,150.14,0.15,382.86,2025-03
O0475,2025-04-21,Central Java,Beauty,Moisturizer,1,130.32,0.05,123.8,2025-04
O0476,2025-09-20,Jakarta,Electronics,Keyboard,3,149.06,0.0,447.18,2025-09
O0477,2025-07-27,Jakarta,Fashion,Sneakers,1,87.47,0.0,87.47,2025-07
O0478,2025-01-07,Banten,Electronics,Power Bank,2,42.08,0.1,75.74,2025-01
O0479,2025-12-18,West Java,Electronics,Keyboard,1,11.75,0.0,11.75,2025-12
O0480,2025-11-27,Jakarta,Fashion,Sneakers,1,163.67,0.05,155.49,2025-11
O0481,2025-01-22,Central Java,Fashion,T-Shirt,2,166.95,0.1,300.51,2025-01
O0482,2025-09-12,West Java,Electronics,Smart Watch,4,37.72,0.0,150.88,2025-09
O0483,2025-05-21,East Java,Beauty,Lip Balm,2,13.96,0.15,23.73,2025-05
O0484,2025-05-06,Jakarta,Beauty,Lip Balm,4,159.84,0.1,575.42,2025-05
O0485,2025-02-14,West Java,Beauty,Lip Balm,2,80.11,0.15,136.19,2025-02
O0486,2025-11-19,Central Java,Sports,Yoga Mat,4,142.49,0.05,541.46,2025-11
O0487,2025-10-06,Banten,Fashion,Backpack,5,94.41,0.1,424.84,2025-10
O0488,2025-04-03,Jakarta,Electronics,Keyboard,5,45.67,0.05,216.93,2025-04
O0489,2025-08-30,Jakarta,Sports,Dumbbell,5,179.93,0.0,899.65,2025-08
O0490,2025-05-07,West Java,Home,Water Bottle,5,148.4,0.0,742.0,2025-05
O0491,2025-10-22,Banten,Fashion,Backpack,2,38.29,0.15,65.09,2025-10
O0492,2025-12-24,West Java,Beauty,Face Wash,3,170.98,0.15,436.0,2025-12
O0493,2025-10-16,Jakarta,Home,Pillow,5,61.16,0.1,275.22,2025-10
O0494,2025-02-16,Central Java,Electronics,Power Bank,5,45.64,0.15,193.97,2025-02
O0495,2025-01-01,Banten,Beauty,Moisturizer,2,66.61,0.0,133.22,2025-01
O0496,2025-01-31,Jakarta,Electronics,Power Bank,5,129.21,0.0,646.05,2025-01
O0497,2025-09-27,East Java,Beauty,Face Wash,3,129.18,0.1,348.79,2025-09
O0498,2025-02-21,Central Java,Beauty,Sunscreen,3,31.47,0.0,94.41,2025-02
O0499,2025-11-24,East Java,Fashion,Backpack,2,129.64,0.15,220.39,2025-11
O0500,2025-07-02,West Java,Home,Storage Box,4,60.77,0.05,230.93,2025-07
O0501,2025-04-01,Banten,Electronics,Smart Watch,5,13.57,0.15,57.67,2025-04
O0502,2025-11-10,West Java,Home,Desk Lamp,4,32.19,0.0,128.76,2025-11
O0503,2025-06-27,Central Java,Beauty,Moisturizer,1,149.33,0.05,141.86,2025-06
O0504,2025-01-06,Banten,Beauty,Moisturizer,2,127.23,0.05,241.74,2025-01
O0505,2025-02-25,West Java,Electronics,Wireless Earbuds,4,83.37,0.1,300.13,2025-02
O0506,2025-07-31,Central Java,Fashion,Cap,3,101.92,0.0,305.76,2025-07
O0507,2025-10-23,Banten,Home,Storage Box,4,20.68,0.0,82.72,2025-10
O0508,2025-01-11,Central Java,Beauty,Sunscreen,1,20.76,0.0,20.76,2025-01
O0509,2025-03-24,Central Java,Electronics,Wireless Earbuds,3,110.17,0.15,280.93,2025-03
O0510,2025-12-27,West Java,Electronics,Smart Watch,2,112.46,0.1,202.43,2025-12
O0511,2025-01-28,East Java,Electronics,Keyboard,2,175.6,0.1,316.08,2025-01
O0512,2025-10-04,Central Java,Beauty,Sunscreen,3,48.86,0.0,146.58,2025-10
O0513,2025-10-20,Central Java,Sports,Running Bottle,2,17.37,0.0,34.74,2025-10
O0514,2025-02-14,West Java,Beauty,Lip Balm,2,24.68,0.0,49.36,2025-02
O0515,2025-11-23,Central Java,Beauty,Face Wash,4,153.13,0.05,581.89,2025-11
O0516,2025-08-30,West Java,Fashion,Backpack,1,118.4,0.1,106.56,2025-08
O0517,2025-07-09,Central Java,Fashion,Backpack,2,84.67,0.05,160.87,2025-07
O0518,2025-08-27,Jakarta,Beauty,Moisturizer,3,105.05,0.0,315.15,2025-08
O0519,2025-02-13,Central Java,Beauty,Lip Balm,5,47.13,0.0,235.65,2025-02
O0520,2025-09-25,Banten,Fashion,Cap,5,159.64,0.1,718.38,2025-09
O0521,2025-02-10,East Java,Fashion,T-Shirt,5,106.25,0.15,451.56,2025-02
O0522,2025-12-13,West Java,Sports,Resistance Band,1,171.27,0.1,154.14,2025-12
O0523,2025-03-27,Central Java,Home,Storage Box,2,15.34,0.0,30.68,2025-03
O0524,2025-04-14,Jakarta,Home,Water Bottle,3,164.66,0.0,493.98,2025-04
O0525,2025-07-18,East Java,Sports,Running Bottle,5,64.09,0.05,304.43,2025-07
O0526,2025-08-23,East Java,Electronics,Smart Watch,1,79.28,0.0,79.28,2025-08
O0527,2025-10-29,Banten,Sports,Yoga Mat,1,104.78,0.0,104.78,2025-10
O0528,2025-10-02,East Java,Beauty,Lip Balm,3,73.88,0.1,199.48,2025-10
O0529,2025-11-08,East Java,Fashion,T-Shirt,2,55.37,0.0,110.74,2025-11
O0530,2025-11-08,West Java,Fashion,T-Shirt,4,161.01,0.05,611.84,2025-11
O0531,2025-01-26,Banten,Fashion,Backpack,3,11.48,0.05,32.72,2025-01
O0532,2025-05-24,Banten,Fashion,T-Shirt,2,31.11,0.1,56.0,2025-05
O0533,2025-05-18,Central Java,Fashion,T-Shirt,2,83.98,0.1,151.16,2025-05
O0534,2025-09-22,Banten,Beauty,Face Wash,5,144.14,0.0,720.7,2025-09
O0535,2025-12-30,East Java,Sports,Running Bottle,2,142.25,0.15,241.82,2025-12
O0536,2025-01-15,Jakarta,Home,Storage Box,2,151.96,0.0,303.92,2025-01
O0537,2025-08-22,East Java,Electronics,Keyboard,2,55.12,0.1,99.22,2025-08
O0538,2025-07-23,Central Java,Electronics,Wireless Earbuds,2,72.06,0.15,122.5,2025-07
O0539,2025-04-01,Jakarta,Fashion,Backpack,3,36.12,0.05,102.94,2025-04
O0540,2025-05-26,West Java,Electronics,Smart Watch,1,36.02,0.15,30.62,2025-05
O0541,2025-04-24,Jakarta,Home,Storage Box,3,120.07,0.15,306.18,2025-04
O0542,2025-12-16,Jakarta,Electronics,Smart Watch,2,119.35,0.15,202.89,2025-12
O0543,2025-04-25,Banten,Beauty,Sunscreen,3,80.89,0.1,218.4,2025-04
O0544,2025-08-24,East Java,Beauty,Moisturizer,4,59.97,0.15,203.9,2025-08
O0545,2025-07-23,East Java,Sports,Yoga Mat,1,95.98,0.05,91.18,2025-07
O0546,2025-11-28,Jakarta,Sports,Dumbbell,3,125.72,0.1,339.44,2025-11
O0547,2025-06-22,West Java,Beauty,Sunscreen,3,52.92,0.05,150.82,2025-06
O0548,2025-03-18,Central Java,Sports,Resistance Band,1,146.53,0.15,124.55,2025-03
O0549,2025-12-05,Banten,Beauty,Moisturizer,1,120.73,0.05,114.69,2025-12
O0550,2025-08-03,West Java,Fashion,Cap,1,108.28,0.15,92.04,2025-08
O0551,2025-06-25,East Java,Home,Pillow,3,95.26,0.0,285.78,2025-06
O0552,2025-04-03,East Java,Beauty,Face Wash,4,30.01,0.05,114.04,2025-04
O0553,2025-04-04,Central Java,Beauty,Face Wash,2,69.11,0.05,131.31,2025-04
O0554,2025-06-19,Central Java,Beauty,Sunscreen,5,58.58,0.0,292.9,2025-06
O0555,2025-01-28,Jakarta,Sports,Yoga Mat,4,160.98,0.15,547.33,2025-01
O0556,2025-12-15,West Java,Fashion,Backpack,4,17.3,0.0,69.2,2025-12
O0557,2025-04-13,West Java,Beauty,Lip Balm,5,161.57,0.1,727.06,2025-04
O0558,2025-06-11,Banten,Home,Desk Lamp,4,65.21,0.0,260.84,2025-06
O0559,2025-11-21,East Java,Electronics,Wireless Earbuds,4,55.05,0.0,220.2,2025-11
O0560,2025-03-23,Central Java,Fashion,T-Shirt,2,113.69,0.1,204.64,2025-03
O0561,2025-08-08,Banten,Fashion,Cap,1,14.49,0.0,14.49,2025-08
O0562,2025-01-08,West Java,Beauty,Moisturizer,1,124.4,0.0,124.4,2025-01
O0563,2025-12-22,East Java,Beauty,Sunscreen,2,25.67,0.15,43.64,2025-12
O0564,2025-06-06,Central Java,Home,Desk Lamp,1,59.29,0.05,56.33,2025-06
O0565,2025-09-24,Banten,Sports,Dumbbell,4,160.73,0.0,642.92,2025-09
O0566,2025-09-08,Jakarta,Beauty,Moisturizer,2,171.07,0.1,307.93,2025-09
O0567,2025-04-27,East Java,Home,Storage Box,2,134.26,0.15,228.24,2025-04
O0568,2025-03-28,East Java,Electronics,Keyboard,1,72.53,0.05,68.9,2025-03
O0569,2025-11-16,Jakarta,Electronics,Wireless Earbuds,1,120.41,0.0,120.41,2025-11
O0570,2025-12-20,Banten,Electronics,Smart Watch,4,73.4,0.15,249.56,2025-12
O0571,2025-08-31,East Java,Home,Storage Box,1,59.79,0.0,59.79,2025-08
O0572,2025-05-19,East Java,Sports,Resistance Band,4,150.87,0.0,603.48,2025-05
O0573,2025-11-13,West Java,Electronics,Keyboard,1,142.98,0.1,128.68,2025-11
O0574,2025-11-08,Central Java,Home,Water Bottle,5,175.38,0.05,833.05,2025-11
O0575,2025-06-01,Central Java,Home,Desk Lamp,5,93.37,0.0,466.85,2025-06
O0576,2025-06-19,East Java,Home,Desk Lamp,1,123.52,0.0,123.52,2025-06
O0577,2025-12-09,Jakarta,Fashion,Sneakers,1,142.08,0.0,142.08,2025-12
O0578,2025-05-12,Jakarta,Home,Pillow,3,53.43,0.0,160.29,2025-05
O0579,2025-03-31,Central Java,Electronics,Keyboard,3,145.87,0.05,415.73,2025-03
O0580,2025-03-01,Banten,Electronics,Wireless Earbuds,1,154.54,0.0,154.54,2025-03
O0581,2025-07-03,West Java,Fashion,Backpack,1,72.09,0.05,68.49,2025-07
O0582,2025-02-28,Central Java,Fashion,Cap,4,54.76,0.1,197.14,2025-02
O0583,2025-08-04,West Java,Home,Desk Lamp,2,127.74,0.0,255.48,2025-08
O0584,2025-02-23,East Java,Fashion,Cap,5,124.68,0.0,623.4,2025-02
O0585,2025-07-14,Jakarta,Beauty,Face Wash,2,91.09,0.1,163.96,2025-07
O0586,2025-07-30,Jakarta,Fashion,T-Shirt,1,53.0,0.05,50.35,2025-07
O0587,2025-12-27,Jakarta,Sports,Resistance Band,3,97.29,0.15,248.09,2025-12
O0588,2025-08-10,West Java,Home,Pillow,3,122.16,0.1,329.83,2025-08
O0589,2025-10-13,East Java,Sports,Yoga Mat,1,118.66,0.0,118.66,2025-10
O0590,2025-08-29,West Java,Fashion,Sneakers,1,137.25,0.05,130.39,2025-08
O0591,2025-06-19,Central Java,Beauty,Face Wash,5,46.31,0.1,208.4,2025-06
O0592,2025-05-01,Jakarta,Electronics,Smart Watch,4,145.82,0.1,524.95,2025-05
O0593,2025-09-13,Jakarta,Fashion,Backpack,1,176.68,0.0,176.68,2025-09
O0594,2025-07-26,East Java,Fashion,T-Shirt,5,102.44,0.0,512.2,2025-07
O0595,2025-11-13,Jakarta,Beauty,Moisturizer,4,171.46,0.05,651.55,2025-11
O0596,2025-04-25,Central Java,Fashion,Backpack,5,140.0,0.15,595.0,2025-04
O0597,2025-12-03,Jakarta,Beauty,Lip Balm,1,24.76,0.0,24.76,2025-12
O0598,2025-06-24,Jakarta,Beauty,Sunscreen,5,97.78,0.0,488.9,2025-06
O0599,2025-03-26,West Java,Fashion,Sneakers,4,26.4,0.15,89.76,2025-03
O0600,2025-04-07,Banten,Electronics,Smart Watch,2,86.61,0.0,173.22,2025-04
